"occurrence_no","record_type","reid_no","flags","collection_no","identified_name","identified_rank","identified_no","difference","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no","abund_value","abund_unit","lng","lat","paleomodel","paleolng","paleolat","geoplate"
"560684","occ","20153","","58418","Tursiops cortesii","species","63826","recombined as","Hemisyntrachelus cortesii","species","64535","Pliocene","","5.333","2.588","13332","","","9.910833","44.927223","gp_mid","10.65","43.99","307"
"560687","occ","","","58419","Monodon monoceros","species","64546","","Monodon monoceros","species","64546","Middle Pleistocene","","0.781","0.126","16564","1","specimens","1.344722","52.918056","gp_mid","1.34","52.92","315"
"560688","occ","","","58420","Delphinapterus leucas","species","65078","","Delphinapterus leucas","species","64545","Early Pleistocene","","2.588","0.781","16564","1","specimens","1.266111","52.936390","gp_mid","1.67","52.61","315"
"560689","occ","","","58421","Phocoena communis","species","63542","species not entered","Phocoena","genus","36803","Middle Pleistocene","","0.781","0.126","16564","1","specimens","1.359722","52.908890","gp_mid","1.36","52.91","315"
"562651","occ","","","58685","Cetacea indet.","order","36652","","Cetacea","order","36652","Chattian","","28.1","23.03","14915","","","-80.160004","-5.027222","gp_mid","-72.63","-4.21","201"
"563946","occ","","","58868","Eschrichtius sp.","genus","36714","","Eschrichtius","genus","36714","Gelasian","","2.588","1.806","16696","1","specimens","141.750000","44.885277","gp_mid","141.29","44.81","610"
"564437","occ","","","58914","n. gen. Mediocris n. sp. commenticius","species","71649","recombined as","Sophianacetus commenticius","species","71649","Serravallian","","13.82","11.62","16675","8","specimens","18.123611","46.185555","gp_mid","20.04","42.79","308"
"564735","occ","","","19703","Herpetocetus sp.","genus","36725","","Herpetocetus","genus","36725","Piacenzian","","3.6","2.588","1360","","","-117.099998","32.900002","gp_mid","","",""
"564736","occ","","","19703","Balaenoptera davidsonii","species","68435","","Balaenoptera davidsonii","species","68434","Piacenzian","","3.6","2.588","1360","","","-117.099998","32.900002","gp_mid","","",""
"564737","occ","","","19703","Balaenopteridae indet.","family","42977","","Balaenopteridae","family","42977","Piacenzian","","3.6","2.588","1360","","","-117.099998","32.900002","gp_mid","","",""
"564739","occ","","","19703","Balaenidae indet.","family","42978","","Balaenidae","family","42978","Piacenzian","","3.6","2.588","1360","","","-117.099998","32.900002","gp_mid","","",""
"564740","occ","","","19703","Parapontoporia sternbergi","species","67005","","Parapontoporia sternbergi","species","67003","Piacenzian","","3.6","2.588","1360","","","-117.099998","32.900002","gp_mid","","",""
"564741","occ","","","19703","Phocoenidae indet.","family","53269","","Phocoenidae","family","102804","Piacenzian","","3.6","2.588","1360","","","-117.099998","32.900002","gp_mid","","",""
"564742","occ","","","19703","Delphinidae indet.","family","42953","","Delphinidae","family","42953","Piacenzian","","3.6","2.588","1360","","","-117.099998","32.900002","gp_mid","","",""
"564758","occ","","","58986","Balaena n. sp. ricei","species","71868","","Balaena ricei","species","71868","Zanclean","","5.333","3.6","16735","1","specimens","-76.361389","37.039165","gp_mid","-74.59","37.58","109"
"564795","occ","","","11601","Squalodontidae indet.","family","42939","","Squalodontidae","family","42939","Aquitanian","","23.03","20.44","4383","","","-118.848335","35.492779","gp_mid","-107.46","39.67","130"
"565015","occ","","","53889","Protophocaena minima","species","64664","","Protophocaena minima","species","64664","Late Miocene","","11.608","5.333","16749","1","specimens","6.606111","52.147778","gp_mid","7.88","50.74","315"
"565161","occ","","","34521","n. gen. Graamocetus n. sp. longicollis","species","71953","","Graamocetus longicollis","species","71953","Tortonian","","11.62","7.246","16759","1","specimens","9.059167","55.307220","gp_mid","10.56","53.68","302"
"565287","occ","","","45487","cf. Ziphiidae indet.","family","42951","","Ziphiidae","family","42951","Serravallian","","13.82","11.62","16797","","","-75.671387","-14.558056","gp_mid","-72.59","-13.75","201"
"565288","occ","","","45487","Physeteridae indet.","family","42967","","Physeteridae","family","42967","Serravallian","","13.82","11.62","16797","","","-75.671387","-14.558056","gp_mid","-72.59","-13.75","201"
"565304","occ","","","45486","Mysticeti indet.","suborder","42971","","Mysticeti","suborder","42971","Tortonian","","11.62","7.246","16797","","","-74.871994","-15.441929","gp_mid","-72.66","-14.86","201"
"565319","occ","","","45485","cf. Piscolithax sp.","genus","36811","","Piscolithax","genus","36811","Tortonian","","11.62","7.246","16797","","","-74.781944","-15.482778","gp_mid","-72.57","-14.90","201"
"565332","occ","","","46084","cf. Piscolithax sp.","genus","36811","","Piscolithax","genus","36811","Messinian","","7.246","5.333","16797","","","-74.746391","-15.576944","gp_mid","-73.20","-15.20","201"
"565333","occ","","","46084","Balaenopteridae indet.","family","42977","","Balaenopteridae","family","42977","Messinian","","7.246","5.333","16797","","","-74.746391","-15.576944","gp_mid","-73.20","-15.20","201"
"565356","occ","","","46083","Piscolithax longirostris","species","64568","","Piscolithax longirostris","species","64568","Messinian","","7.246","5.333","16797","","","-74.690277","-15.557222","gp_mid","-73.14","-15.18","201"
"565357","occ","","","46083","cf. Stenella sp.","genus","102903","","Stenella","genus","36854","Messinian","","7.246","5.333","16797","","","-74.690277","-15.557222","gp_mid","-73.14","-15.18","201"
"565358","occ","","","46083","Delphinapterinae indet.","subfamily","63531","","Delphinapterinae","subfamily","63531","Messinian","","7.246","5.333","16797","","","-74.690277","-15.557222","gp_mid","-73.14","-15.18","201"
"565359","occ","","","46083","Physeteridae indet.","family","42967","","Physeteridae","family","42967","Messinian","","7.246","5.333","16797","","","-74.690277","-15.557222","gp_mid","-73.14","-15.18","201"
"565361","occ","","","46083","Kogiidae indet.","family","53256","","Kogiidae","family","53256","Messinian","","7.246","5.333","16797","","","-74.690277","-15.557222","gp_mid","-73.14","-15.18","201"
"565362","occ","","","46083","Cetotheriidae indet.","family","42973","","Cetotheriidae","family","66751","Messinian","","7.246","5.333","16797","","","-74.690277","-15.557222","gp_mid","-73.14","-15.18","201"
"565363","occ","","","46083","Balaenopteridae indet.","family","42977","","Balaenopteridae","family","42977","Messinian","","7.246","5.333","16797","","","-74.690277","-15.557222","gp_mid","-73.14","-15.18","201"
"565523","occ","","","59122","Cetotherium sp.","genus","36692","","Cetotherium","genus","36692","Sarmatian","","12.7","11.608","16851","","","20.406944","44.751945","gp_mid","21.98","41.56","308"
"565532","occ","","","47465","Balaenopteridae indet.","family","42977","","Balaenopteridae","family","42977","Late Miocene","Late Pliocene","11.608","2.588","16855","","","4.433333","51.213333","gp_mid","5.56","50.03","315"
"565533","occ","","","47465","Balaenidae indet.","family","42978","","Balaenidae","family","42978","Late Miocene","Late Pliocene","11.608","2.588","16855","","","4.433333","51.213333","gp_mid","5.56","50.03","315"
"565534","occ","","","47465","Cetotheriidae indet.","family","42973","","Cetotheriidae","family","66751","Late Miocene","Late Pliocene","11.608","2.588","16855","","","4.433333","51.213333","gp_mid","5.56","50.03","315"
"565540","occ","","","47465","Cetacea indet.","order","36652","","Cetacea","order","36652","Late Miocene","Late Pliocene","11.608","2.588","16855","","","4.433333","51.213333","gp_mid","5.56","50.03","315"
"565541","occ","","","47465","Odontoceti indet.","suborder","42937","","Odontoceti","suborder","42937","Late Miocene","Late Pliocene","11.608","2.588","16855","","","4.433333","51.213333","gp_mid","5.56","50.03","315"
"565542","occ","","","47465","Mysticeti indet.","suborder","42971","","Mysticeti","suborder","42971","Late Miocene","Late Pliocene","11.608","2.588","16855","","","4.433333","51.213333","gp_mid","5.56","50.03","315"
"565543","occ","","","47465","Ziphiidae indet.","family","42951","","Ziphiidae","family","42951","Late Miocene","Late Pliocene","11.608","2.588","16855","","","4.433333","51.213333","gp_mid","5.56","50.03","315"
"565544","occ","","","47465","Eurhinodelphinidae indet.","family","53264","","Eurhinodelphinidae","family","63595","Late Miocene","Late Pliocene","11.608","2.588","16855","","","4.433333","51.213333","gp_mid","5.56","50.03","315"
"565549","occ","","","57733","Mysticeti indet.","suborder","42971","","Mysticeti","suborder","42971","Tortonian","","11.62","7.246","15419","","","4.433333","51.213333","gp_mid","5.91","49.66","315"
"565550","occ","","","57733","Odontoceti indet.","suborder","42937","","Odontoceti","suborder","42937","Tortonian","","11.62","7.246","15419","","","4.433333","51.213333","gp_mid","5.91","49.66","315"
"565552","occ","","","57733","Cetacea indet.","order","36652","","Cetacea","order","36652","Tortonian","","11.62","7.246","15419","","","4.433333","51.213333","gp_mid","5.91","49.66","315"
"565563","occ","","","57702","Mysticeti indet.","suborder","42971","","Mysticeti","suborder","42971","Late Pleistocene","","0.126","0.0117","16867","1","specimens","-76.170280","36.791668","gp_mid","-76.17","36.79","109"
"565792","occ","","","59181","Cetacea indet.","order","36652","","Cetacea","order","36652","Serravallian","","13.82","11.62","16919","","","138.240005","38.033333","gp_mid","135.86","37.73","610"
"565915","occ","","","57734","n. gen. Sarmatodelphis n. sp. moldavicus","species","63856","","Sarmatodelphis moldavicus","species","63856","Sarmatian","","12.7","11.608","12301","","","28.857500","47.055557","gp_mid","29.61","44.57","302"
"566055","occ","","","59273","Rorqualus n. sp. cortesii","species","68441","invalid subgroup of","Mysticeti","suborder","42971","Zanclean","Piacenzian","5.333","2.588","16960","","","15.833333","38.016666","gp_mid","16.33","37.01","307"
"566082","occ","","","59279","Balaena n. sp. etrusca","species","64858","nomen nudum","Balaenidae","family","42978","Early Pliocene","","5.333","3.6","28805","","","11.783333","43.083332","gp_mid","12.45","42.12","307"
"566083","occ","","","59280","Squalodon gastaldii","species","68324","recombined as","Neosqualodon gastaldii","species","68324","Early Miocene","","23.03","15.97","16965","","","13.583333","37.266666","gp_mid","","",""
"566084","occ","","","59281","Plesiocetus sp.","genus","36817","","Plesiocetus","genus","36817","Early Miocene","Late Miocene","23.03","5.333","16966","","","10.850000","43.400002","gp_mid","13.11","40.03","307"
"566086","occ","","","47125","Champsodelphis sp.","genus","36693","nomen dubium","Odontoceti","suborder","42937","Burdigalian","Messinian","20.44","5.333","16967","","","18.173332","40.353333","gp_mid","19.74","36.96","307"
"566088","occ","","","47125","Squalodon antverpiensis","species","63420","","Squalodon antverpiensis","species","63420","Burdigalian","Messinian","20.44","5.333","16967","","","18.173332","40.353333","gp_mid","19.74","36.96","307"
"566089","occ","","","47125","Phocodon scillae","species","72077","subjective synonym of","Squalodon melitensis","species","68335","Burdigalian","Messinian","20.44","5.333","16967","","","18.173332","40.353333","gp_mid","19.74","36.96","307"
"566090","occ","","","47125","Orcopsis sp.","genus","63973","nomen dubium","Physeteridae","family","42967","Burdigalian","Messinian","20.44","5.333","16967","","","18.173332","40.353333","gp_mid","19.74","36.96","307"
"566091","occ","","","47125","Squalodon sp.","genus","36852","","Squalodon","genus","36852","Burdigalian","Messinian","20.44","5.333","16967","","","18.173332","40.353333","gp_mid","19.74","36.96","307"
"568409","occ","","","47623","Delphinodon mento","species","64690","invalid subgroup of","Odontoceti","suborder","42937","Aquitanian","","23.03","20.44","17090","","","12.217500","46.139999","gp_mid","15.84","40.84","307"
"571642","occ","","","53679","n. gen. Archaeoziphius n. sp. microglenoideus","species","80624","","Archaeoziphius microglenoideus","species","80624","Langhian","Serravallian","15.97","11.62","17221","2","specimens","4.628889","51.150555","gp_mid","6.92","48.66","315"
"572535","occ","","","53894","Delphinoidea indet.","superfamily","53268","","Delphinoidea","superfamily","53268","Serravallian","","13.82","11.62","17274","","","10.561944","53.522221","gp_mid","12.53","51.09","315"
"574021","occ","","","60337","n. gen. Cophocetus n. sp. oregonensis","species","64528","","Cophocetus oregonensis","species","64528","Burdigalian","","20.44","15.97","12700","1","specimens","-124.067223","44.626110","gp_mid","-114.96","48.36","129"
"574022","occ","","","18929","Cophocetus oregonensis","species","64528","","Cophocetus oregonensis","species","64528","Burdigalian","","20.44","15.97","12700","1","specimens","-124.063332","44.696667","gp_mid","-114.95","48.43","129"
"574024","occ","","","60338","Cophocetus oregonensis","species","64528","","Cophocetus oregonensis","species","64528","Burdigalian","","20.44","15.97","12700","1","specimens","-124.064720","44.746944","gp_mid","-114.95","48.48","129"
"574027","occ","","","60339","Cetotheriidae indet.","family","42973","","Cetotheriidae","family","66751","Burdigalian","","20.44","15.97","12700","","","-124.051666","44.729443","gp_mid","-114.94","48.46","129"
"574028","occ","","","58993","Cetotheriidae indet.","family","42973","","Cetotheriidae","family","66751","Hemingfordian","Barstovian","20.43","13.6","12700","","","-124.078331","44.654720","gp_mid","-115.55","48.21","129"
"574198","occ","","","60376","Orycterocetus crocodilinus","species","68215","","Orycterocetus crocodilinus","species","68215","Serravallian","","13.82","11.62","15352","1","specimens","-76.574165","38.391388","gp_mid","-70.50","39.91","109"
"574202","occ","","","18518","Orycterocetus crocodilinus","species","68215","","Orycterocetus crocodilinus","species","68215","Serravallian","","13.82","11.62","15352","","","-76.500000","38.400002","gp_mid","-70.42","39.92","109"
