"occurrence_no","record_type","reid_no","flags","collection_no","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no"
"492090","occ","","","49675","Odontoceti","suborder","42937","Burdigalian","Langhian","20.44","13.82","13326"
"492091","occ","","","49676","Odontoceti","suborder","42937","Burdigalian","Langhian","20.44","13.82","13326"
"492092","occ","","","49676","Mysticeti","suborder","42971","Burdigalian","Langhian","20.44","13.82","13326"
"492093","occ","","","49676","Cetacea","order","36652","Burdigalian","Langhian","20.44","13.82","13326"
"492094","occ","","","49677","Mysticeti","suborder","42971","Burdigalian","Langhian","20.44","13.82","13326"
"492095","occ","","","49678","Cetotherium","genus","36692","Burdigalian","Langhian","20.44","13.82","13326"
"492096","occ","","","49679","Mysticeti","suborder","42971","Burdigalian","Langhian","20.44","13.82","13326"
"492097","occ","","","49680","Cetotherium","genus","36692","Burdigalian","Langhian","20.44","13.82","13326"
"492102","occ","","","48656","Kogiinae","subfamily","53138","Serravallian","","13.82","11.62","13328"
"492107","occ","","","49684","Leptodelphis stavropolitanus","species","63887","Sarmatian","","12.7","11.608","12301"
"492108","occ","","","47620","Schizodelphis","genus","36848","Serravallian","","13.82","11.62","13329"
"492110","occ","","","49685","Chaeomysticeti","infraorder","53254","Serravallian","","13.82","11.62","13329"
"492111","occ","","","49686","Otradnocetus virodovi","species","63929","Middle Miocene","","15.97","11.608","24582"
"492115","occ","","","49688","Hemisyntrachelus cortesii","species","64535","Pliocene","","5.333","2.588","13332"
"492116","occ","","","47428","Tursiops","genus","36865","Piacenzian","","3.6","2.588","26039"
"492117","occ","13268","","47428","Hemisyntrachelus cortesii","species","64535","Piacenzian","","3.6","2.588","12278"
"492118","occ","","","47428","Delphinidae","family","42953","Piacenzian","","3.6","2.588","13332"
"492119","occ","13837","","47428","Etruridelphis giulii","species","63824","Piacenzian","","3.6","2.588","15089"
"492120","occ","","","47428","Steno","genus","36855","Piacenzian","","3.6","2.588","26039"
"492121","occ","15697","","47428","Odontoceti","suborder","42937","Piacenzian","","3.6","2.588","12845"
"492122","occ","","","47428","Etruridelphis giulii","species","63824","Piacenzian","","3.6","2.588","13332"
"492123","occ","","","47428","Odontoceti","suborder","42937","Piacenzian","","3.6","2.588","13332"
"492124","occ","","","47428","Mesocetus","genus","36762","Piacenzian","","3.6","2.588","13332"
"492125","occ","","","47428","Balaenoptera","genus","36678","Piacenzian","","3.6","2.588","13332"
"492126","occ","","","47428","Balaenotus insignis","species","64447","Piacenzian","","3.6","2.588","13332"
"492127","occ","","","47428","Balaenotus insignis","species","64447","Piacenzian","","3.6","2.588","13332"
"492128","occ","","","47428","Balaenidae","family","42978","Piacenzian","","3.6","2.588","13332"
"492129","occ","","","47428","Balaenotus orcianensis","species","65618","Piacenzian","","3.6","2.588","13332"
"492130","occ","","","47428","Balaena montalionis","species","68458","Piacenzian","","3.6","2.588","13332"
"492131","occ","","","47428","Balaenidae","family","42978","Piacenzian","","3.6","2.588","13332"
"492132","occ","","","47428","Balaena","genus","36676","Piacenzian","","3.6","2.588","13332"
"492133","occ","","","49688","Steno","genus","36855","Pliocene","","5.333","2.588","13332"
"492134","occ","","","49688","Delphinidae","family","42953","Pliocene","","5.333","2.588","13332"
"492135","occ","","","49688","Odontoceti","suborder","42937","Pliocene","","5.333","2.588","13332"
"492136","occ","","","48652","Hemisyntrachelus cortesii","species","64535","Piacenzian","","3.6","2.588","13332"
"492137","occ","","","48652","Globicephala etruriae","species","63831","Piacenzian","","3.6","2.588","13332"
"492140","occ","13831","","48652","Kogia pusilla","species","65620","Piacenzian","","3.6","2.588","15063"
"492141","occ","","","48652","Physeter macrocephalus","species","68698","Piacenzian","","3.6","2.588","13332"
"492142","occ","","","48652","Physeter macrocephalus","species","68698","Piacenzian","","3.6","2.588","13332"
"492143","occ","","","49690","Tursiops","genus","36865","Pliocene","","5.333","2.588","13332"
"493317","occ","","","47125","Squalodon melitensis","species","68335","Burdigalian","Messinian","20.44","5.333","13389"
"493318","occ","","","47125","Hoplocetinae","subfamily","63533","Burdigalian","Messinian","20.44","5.333","13389"
"493541","occ","","","47425","Schizodelphis sulcatus","species","63687","Burdigalian","","20.44","15.97","28565"
"493613","occ","27386","","49885","Basilosauridae","family","42936","Priabonian","","38","33.9","42488"
"493622","occ","15700","","5387","Basilosauridae","family","42936","Bartonian","","41.3","38","42488"
"493647","occ","","","49895","Balaenopteroidea","unranked clade","63410","Zanclean","","5.333","3.6","13406"
"493906","occ","","","49924","Basilosaurus isis","species","62984","Priabonian","","38","33.9","6026"
"494045","occ","18387","","13449","Cetacea","order","36652","Miocene","","23.03","5.333","12845"
"494057","occ","","","49945","Squalodon protervus","species","45510","Langhian","","15.97","13.82","13413"
"494405","occ","","","47125","Xiphiacetus cristatus","species","64644","Burdigalian","Messinian","20.44","5.333","13419"
"494406","occ","","","47125","Eurhinodelphis","genus","36717","Burdigalian","Messinian","20.44","5.333","13419"
"494408","occ","","","47125","Eurhinodelphis longirostris","species","69732","Burdigalian","Messinian","20.44","5.333","13419"
"494409","occ","","","47125","Lamprolithax","genus","36747","Burdigalian","Messinian","20.44","5.333","13419"
"494412","occ","","","47125","Kentriodontidae","family","42938","Burdigalian","Messinian","20.44","5.333","13419"
"494413","occ","","","47125","Orycterocetus","genus","36788","Burdigalian","Messinian","20.44","5.333","13419"
"494414","occ","","","47125","Eudelphis mortezelensis","species","64624","Burdigalian","Messinian","20.44","5.333","13419"
"494416","occ","","","47125","Hoplocetinae","subfamily","63533","Burdigalian","Messinian","20.44","5.333","13419"
"494417","occ","","","47125","Notocetus","genus","36783","Burdigalian","Messinian","20.44","5.333","13419"
"494418","occ","","","47125","Messapicetus longirostris","species","62947","Burdigalian","Messinian","20.44","5.333","13419"
"494419","occ","","","47125","Argyrocetus","genus","36668","Burdigalian","Messinian","20.44","5.333","13419"
"494504","occ","","","47465","Mysticeti","suborder","42971","Late Miocene","Late Pliocene","11.608","2.588","12326"
"494510","occ","","","47465","Heterocetus brevifrons","species","70452","Late Miocene","Late Pliocene","11.608","2.588","12326"
"494531","occ","","","49982","Mysticeti","suborder","42971","Zanclean","","5.333","3.6","13420"
"494532","occ","","","49983","Cetotherium polyporum","species","65763","Pliocene","","5.333","2.588","13420"
"496010","occ","","","50068","Delphinidae","family","42953","Zanclean","","5.333","3.6","13448"
"496011","occ","","","50068","Phocoenidae","family","102804","Zanclean","","5.333","3.6","13448"
"496012","occ","","","50068","Odontoceti","suborder","42937","Zanclean","","5.333","3.6","13448"
"496013","occ","","","50068","Scaldicetus grandis","species","64626","Zanclean","","5.333","3.6","13448"
"496014","occ","","","50068","Nannocetus","genus","36778","Zanclean","","5.333","3.6","13448"
"496015","occ","","","50068","Mysticeti","suborder","42971","Zanclean","","5.333","3.6","13448"
"496036","occ","","","50069","Nannocetus","genus","36778","Zanclean","","5.333","3.6","13448"
"496042","occ","13168","","50070","Prosqualodontidae","family","63226","Chattian","","28.1","23.03","13672"
"496043","occ","13164","","46166","Mammalodon colliveri","species","63222","Chattian","","28.1","23.03","13672"
"498212","occ","","","50343","Steno","genus","36855","Zanclean","","5.333","3.6","13520"
"498213","occ","","","50343","Mysticeti","suborder","42971","Zanclean","","5.333","3.6","13520"
"498214","occ","13039","","50344","Cetacea","order","36652","Rupelian","","33.9","28.1","12845"
"498245","occ","","","50345","Balaenula astensis","species","65855","Zanclean","Piacenzian","5.333","2.588","13522"
"501844","occ","","","50944","Squalodon","genus","36852","Aquitanian","Burdigalian","23.03","15.97","13605"
"501846","occ","","","18587","Odontoceti","suborder","42937","Langhian","","15.97","13.82","13605"
"501847","occ","","","18587","Odontoceti","suborder","42937","Langhian","","15.97","13.82","13605"
"501848","occ","","","18587","Odontoceti","suborder","42937","Langhian","","15.97","13.82","12192"
"501849","occ","","","18587","Odontoceti","suborder","42937","Langhian","","15.97","13.82","13605"
"501875","occ","","","50990","Balaenoptera","genus","36678","Calabrian","","1.806","0.781","13611"
"502010","occ","","","51002","Mysticeti","suborder","42971","MN 5","","15.97","13.65","13612"
"502024","occ","13154","","51003","Delphinapterus leucas","species","64545","Late Pleistocene","","0.126","0.0117","13616"
"502025","occ","","","51004","Delphinapterus leucas","species","64545","Late Pleistocene","","0.126","0.0117","13616"
"502027","occ","","","51005","Delphinapterus leucas","species","64545","Late Pleistocene","","0.126","0.0117","13616"
"502028","occ","","","51006","Delphinapterus leucas","species","64545","Late Pleistocene","","0.126","0.0117","13616"
"502029","occ","","","51007","Delphinapterus leucas","species","64545","Late Pleistocene","","0.126","0.0117","13616"
"502030","occ","","","51009","Delphinapterus leucas","species","64545","Late Pleistocene","","0.126","0.0117","13616"
"502036","occ","","","51010","Delphinapterus leucas","species","64545","Late Pleistocene","","0.126","0.0117","37229"
"502037","occ","","","51011","Delphinapterus leucas","species","64545","Late Pleistocene","","0.126","0.0117","24722"
"502038","occ","","","51012","Delphinapterus leucas","species","64545","Late Pleistocene","","0.126","0.0117","13620"
"502039","occ","","","51014","Delphinapterus leucas","species","64545","Late Pleistocene","","0.126","0.0117","13616"
"502044","occ","","","51015","Delphinapterus leucas","species","64545","Late Pleistocene","","0.126","0.0117","13616"
"502045","occ","","","51017","Delphinapterus leucas","species","64545","Late Pleistocene","","0.126","0.0117","13616"
"502050","occ","","","51018","Phocoena phocoena","species","63543","Late Pleistocene","","0.126","0.0117","13616"
"502051","occ","19488","","51019","Balaenoptera physalus","species","72269","Late Pleistocene","","0.126","0.0117","13616"
"502052","occ","","","51020","Megaptera novaeangliae","species","64491","Late Pleistocene","","0.126","0.0117","35031"
"502053","occ","","","51021","Megaptera novaeangliae","species","64491","Late Pleistocene","","0.126","0.0117","13616"
"502054","occ","","","51022","Balaena mysticetus","species","64683","Late Pleistocene","","0.126","0.0117","13616"
"502067","occ","","","51030","Physeter","genus","36807","Holocene","","0.0117","0","13616"
"502068","occ","","","51031","Balaenoptera","genus","36678","Holocene","","0.0117","0","13616"
"502069","occ","","","51032","Balaena","genus","36676","Holocene","","0.0117","0","13616"
"502666","occ","","","51103","Squalodon","genus","36852","Chattian","","28.1","23.03","13625"
"502667","occ","","","51105","Squalodon","genus","36852","Chattian","","28.1","23.03","13625"
"502719","occ","","","13063","Delphinidae","family","42953","Langhian","","15.97","13.82","13629"
"502720","occ","13269","","13063","Phocoenidae","family","102804","Langhian","","15.97","13.82","12845"
"502721","occ","","","51107","Delphinidae","family","42953","Middle Miocene","","15.97","11.608","13629"
"502723","occ","","","46167","Scaldicetus macgeei","species","66046","Messinian","","7.246","5.333","13630"
"502724","occ","","","51108","Odontoceti","suborder","42937","Early Miocene","Middle Miocene","23.03","11.608","13631"
"502725","occ","","","46950","Eurhinodelphis","genus","36717","Burdigalian","","20.44","15.97","13631"
"502726","occ","","","51109","Eurhinodelphis","genus","36717","Burdigalian","","20.44","15.97","13631"
"502728","occ","","","51110","Cophocetus","genus","36697","Langhian","Serravallian","15.97","11.62","13632"
"502729","occ","","","51110","Delphinidae","family","42953","Langhian","Serravallian","15.97","11.62","13632"
"502730","occ","","","51111","Cetacea","order","36652","Pliocene","","5.333","2.588","13632"
"502731","occ","","","51112","Cetacea","order","36652","Pliocene","","5.333","2.588","13632"
"502732","occ","","","51113","Cetacea","order","36652","Pliocene","","5.333","2.588","13632"
"504063","occ","","","51189","Cetacea","order","36652","Late Miocene","","11.608","5.333","13638"
"504612","occ","","","51304","Orca paleorca","species","66122","Calabrian","","1.806","0.781","13658"
"504668","occ","","","51310","Megaptera novaeangliae","species","64491","Holocene","","0.0117","0","13662"
"506095","occ","13167","","51327","Parietobalaena","genus","36797","Langhian","","15.97","13.82","13672"
"506096","occ","","","51328","Balaenoptera","genus","36678","Zanclean","","5.333","3.6","13672"
"506097","occ","","","51328","Megaptera","genus","36760","Zanclean","","5.333","3.6","13672"
"506098","occ","","","51328","Balaenidae","family","42978","Zanclean","","5.333","3.6","12558"
"506099","occ","","","51328","Physeteridae","family","42967","Zanclean","","5.333","3.6","12558"
"506100","occ","","","51328","Ziphiidae","family","42951","Zanclean","","5.333","3.6","12558"
"506101","occ","","","51328","Delphinidae","family","42953","Zanclean","","5.333","3.6","13672"
"506102","occ","","","51329","Cetotheriidae","family","66751","Middle Miocene","","15.97","11.608","12558"
"506103","occ","","","51329","Balaenopteridae","family","42977","Middle Miocene","","15.97","11.608","12558"
"506104","occ","","","51329","Physeteridae","family","42967","Middle Miocene","","15.97","11.608","12558"
"506105","occ","","","51330","Squalodontidae","family","42939","Early Miocene","Middle Miocene","23.03","11.608","12558"
